,track_id,acousticness,album_popularity,artist_popularity,album_release_date,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,now,speechiness,tempo,track_popularity,valence
474,18w6gupDJcqieHzcLrOwJC,0.00316,52.0,88.0,2016-03-03,0.685,214720.0,0.601,0.0,7.0,0.0809,-7.298,0.0,0,0.0516,81.971,45.0,0.163
266,19PJf5HzeiVW0mdk82Swmn,0.361,25.0,80.0,2016-04-29,0.526,196960.0,0.661,0.0,7.0,0.087,-3.828,0.0,0,0.0333,78.132,25.0,0.56
274,19W5OTEcQI3ZoRW1HERMyy,0.281,72.0,91.0,2016-09-14,0.652,236827.0,0.295,1.03e-05,2.0,0.0809,-11.045,1.0,0,0.0477,75.065,72.0,0.202
210,1A8j067qyiNwQnZT0bzUpZ,0.0903,75.0,77.0,2016-11-04,0.791,195547.0,0.716,2.73e-05,0.0,0.306,-4.745,0.0,1,0.0401,121.967,73.0,0.497
523,1BECwm5qkaBwlbfo4kpYx8,0.0137,87.0,85.0,2016-01-15,0.462,203507.0,0.538,0.0,0.0,0.429,-5.527,1.0,0,0.059,139.256,76.0,0.385
227,1BZG99C7Co1r6QUC3zaS59,0.0236,80.0,87.0,2015-10-09,0.671,229080.0,0.596,0.0,11.0,0.228,-4.005,0.0,1,0.031,98.025,68.0,0.444
98,1Bqxj0aH5KewYHKUg1IdrF,0.0705,90.0,88.0,2015-12-04,0.586,222467.0,0.525,0.0,0.0,0.0729,-8.968,1.0,0,0.498,126.51,83.0,0.518
343,1Cj2vqUwlJVG27gJrun92y,0.468,80.0,80.0,2015-08-21,0.322,248467.0,0.28,1.1e-06,6.0,0.102,-9.367,0.0,0,0.0281,85.794,75.0,0.164
279,1CwNogTShsnsn1C8UhRmYX,0.0397,65.0,83.0,2016-07-15,0.546,203475.0,0.645,0.0,11.0,0.107,-6.4,1.0,0,0.0527,101.578,65.0,0.457
803,1DH1DGQzth0K6YouejlNLY,0.217,32.0,25.0,2015-05-20,0.471,203482.0,0.44,4.44e-06,3.0,0.143,-6.456,0.0,0,0.0362,98.738,22.0,0.253
544,1EPmjXdSdJgP08mrrmnw7h,0.885,14.0,60.0,2015-03-03,0.729,232640.0,0.248,2e-05,0.0,0.116,-8.772,1.0,0,0.0317,140.904,13.0,0.434
642,1FB3jc4S4iitvhWWhK88rc,0.111,26.0,76.0,2015-04-07,0.698,192719.0,0.847,1.46e-06,5.0,0.137,-3.764,0.0,0,0.0306,130.001,26.0,0.788
58,1FUViuNSldssMIawrOXF2i,0.0504,85.0,88.0,2016-10-28,0.609,191812.0,0.887,4.76e-06,9.0,0.09,-4.749,0.0,0,0.0507,97.99,85.0,0.303
484,1Fp6l6zY6qrBg7NuvYgp8n,0.0352,55.0,86.0,2015-11-06,0.655,187427.0,0.699,0.0,11.0,0.064,-4.421,1.0,0,0.0493,86.704,55.0,0.801
1,1FvU97lrWOG2NRxErh6OZz,0.0633,91.0,92.0,2016-10-28,0.897,334467.0,0.661,0.0,8.0,0.116,-6.2,0.0,0,0.27,127.081,91.0,0.204
337,1HwAeValR9dJzAf8Erlv3s,0.334,14.0,77.0,2016-03-08,0.613,220347.0,0.664,1.93e-05,4.0,0.11,-6.835,1.0,0,0.0283,130.034,14.0,0.505
445,1JeXMBdxduaLpQnMxN6ezS,0.602,21.0,94.0,2016-04-04,0.821,147240.0,0.563,0.0,1.0,0.104,-6.027,1.0,0,0.526,100.071,3.0,0.17
729,1JqVM7aB2AwafhGHRABPAA,0.0417,44.0,53.0,2015-06-05,0.429,219080.0,0.784,0.000172,7.0,0.385,-5.497,1.0,0,0.0296,150.013,38.0,0.404
671,1KAkTstWzEOT24VqCDkKdl,0.000166,42.0,78.0,2015-08-28,0.512,221716.0,0.839,0.0,11.0,0.089,-4.262,0.0,0,0.0339,153.924,42.0,0.523
701,1Kgg1egseiOTxV3o7ECNdl,0.0143,37.0,82.0,2015-05-18,0.558,226759.0,0.731,0.0,4.0,0.129,-6.234,0.0,0,0.159,94.051,37.0,0.237
320,1Kz9Suh6sCgvj4ZgknZKTt,0.00351,58.0,65.0,2016-02-05,0.553,243933.0,0.936,0.0,9.0,0.103,-5.041,1.0,0,0.116,144.914,58.0,0.418
394,1LWgoxKUgZIeodlLY7n3vA,0.643,35.0,29.0,2016-05-25,0.479,208720.0,0.47,1.22e-06,1.0,0.111,-4.655,1.0,0,0.0287,139.904,24.0,0.292
908,1LoriJC05IrHIDwj3q0KC1,0.0165,80.0,87.0,2015-10-09,0.803,200680.0,0.504,5.25e-06,5.0,0.335,-7.218,0.0,1,0.0979,111.014,71.0,0.488
419,1MDoll6jK4rrk2BcFRP5i7,0.329,72.0,89.0,2015-10-23,0.471,295502.0,0.431,0.0,5.0,0.0854,-6.129,0.0,0,0.0342,157.98,72.0,0.293
1138,1MtUq6Wp1eQ8PC6BbPCj8P,0.034,79.0,80.0,2016-05-06,0.665,197933.0,0.725,9.17e-06,7.0,0.0864,-6.588,0.0,1,0.12,101.96,77.0,0.697
773,1N1yRlgw2AgZeVndoGRFIk,0.0418,56.0,90.0,2015-01-06,0.823,226247.0,0.561,0.0,6.0,0.0904,-5.1,1.0,0,0.0432,98.033,56.0,0.636
498,1NM1XuictEIvPuscutKMZV,0.25,4.0,49.0,2015-10-01,0.869,146390.0,0.633,0.0,1.0,0.374,-11.926,1.0,0,0.536,150.155,4.0,0.716
682,1Oe4iHSl5mLQ0YHnzQ4eRA,0.286,2.0,66.0,2015-02-03,0.693,136280.0,0.882,0.0,7.0,0.148,-5.321,1.0,0,0.0386,89.975,2.0,0.835
80,1PB1crNoxv0Jezj0Y8LqO0,0.543,68.0,72.0,2016-10-07,0.531,229345.0,0.651,0.000804,2.0,0.118,-5.918,1.0,0,0.0328,75.001,68.0,0.303
661,1PTqbs9FV8hSJCS7OOF5OC,0.0298,65.0,69.0,2015-05-04,0.713,207746.0,0.552,0.0,8.0,0.0879,-6.526,1.0,0,0.0499,95.961,65.0,0.413
837,1PfdoFMSel0SdK2V0SdQWZ,0.00068,35.0,69.0,2015-02-25,0.795,213440.0,0.647,0.0,7.0,0.069,-5.567,1.0,0,0.0774,122.058,35.0,0.741
28,1Pw5C4N6Fn5E4mGCxmbbVa,0.693,86.0,87.0,2016-09-09,0.4,211240.0,0.564,0.0,10.0,0.0863,-7.444,1.0,0,0.0523,99.269,86.0,0.449
348,1QCJfrkYyUC59owJ6uLQls,0.0044,46.0,81.0,2015-10-09,0.77,232090.0,0.659,0.0,0.0,0.128,-6.033,1.0,0,0.0823,118.805,46.0,0.253
217,1QMCsDhbrqwBvDRXSaeh9r,0.0541,47.0,90.0,2016-04-01,0.795,198944.0,0.568,0.0,5.0,0.108,-7.817,0.0,0,0.142,136.173,47.0,0.47
1140,1QNoKVgA758HFLu3TW2q7R,0.00755,80.0,87.0,2015-10-09,0.749,217907.0,0.881,7.81e-05,10.0,0.0974,-5.446,0.0,1,0.0449,120.034,71.0,0.342
310,1R9FxlRkvKtt36dtTHs93X,0.0919,13.0,70.0,2015-09-04,0.637,205120.0,0.669,0.0,7.0,0.103,-4.608,1.0,0,0.0237,108.078,13.0,0.645
669,1RM7XdyfDnksC1ukt4y67n,0.0354,85.0,98.0,2015-08-28,0.663,281147.0,0.491,0.000366,0.0,0.57,-9.85,0.0,0,0.0537,90.99,60.0,0.332
351,1SSCWNA7xYIN0JKzspbnh4,0.0289,62.0,89.0,2016-02-12,0.705,196853.0,0.616,0.0,1.0,0.0827,-4.88,1.0,0,0.0313,115.478,61.0,0.454
440,1SnoXHQPkXTPo5h5TjH4lI,0.0198,0.0,90.0,2015-08-07,0.338,198719.0,0.963,0.00459,0.0,0.194,-2.582,1.0,0,0.162,179.6,0.0,0.615
589,1T3iEhgmmfzLOs6sZzBlNU,0.0339,91.0,95.0,2015-11-13,0.687,238133.0,0.705,0.0,9.0,0.164,-8.453,0.0,0,0.0522,110.048,59.0,0.456
467,1TK6MwCSTO4c8ackS4CQ01,0.04,56.0,82.0,2015-08-21,0.699,201053.0,0.6,0.0,1.0,0.149,-6.111,1.0,0,0.147,98.178,56.0,0.284
567,1TKWcT101WkRdfr7V94JPw,0.0151,62.0,66.0,2017-01-27,0.695,183988.0,0.741,0.0442,2.0,0.231,-5.712,1.0,1,0.0478,95.006,62.0,0.262
342,1TNACNvhOjF24VegRqRNwd,0.0184,1.0,88.0,2015-10-27,0.742,188520.0,0.635,0.0,1.0,0.0818,-4.848,0.0,0,0.0826,107.958,1.0,0.722
436,1UfBAJfmofTffrae5ls6DA,0.00226,22.0,100.0,2015-07-31,0.893,267024.0,0.639,0.000315,2.0,0.0382,-7.857,1.0,0,0.0549,134.963,22.0,0.582
659,1VoJttdilLYpbpYN142Zek,0.434,85.0,98.0,2015-08-28,0.578,223373.0,0.645,0.0,11.0,0.36,-4.951,0.0,0,0.0476,90.664,59.0,0.313
223,1W7zkKgRv9mrLbfdQ8XyH3,0.111,85.0,83.0,2016-08-05,0.439,177029.0,0.447,0.0,10.0,0.303,-8.318,0.0,0,0.0436,121.48,75.0,0.111
1129,1WkMMavIMc4JZ8cfMmxHkI,0.0106,85.0,86.0,2016-09-23,0.669,237547.0,0.832,0.0,0.0,0.0968,-5.72,1.0,1,0.0682,113.035,78.0,0.714
64,1WniHvhq9zTkny0WvGXX8o,0.168,92.0,89.0,2016-10-28,0.859,195613.0,0.756,4.65e-05,8.0,0.163,-3.36,0.0,0,0.0643,102.033,92.0,0.913
84,1XazlqB4YAtvouCmJPWXlM,0.114,75.0,71.0,2015-09-11,0.518,236227.0,0.686,0.0,9.0,0.114,-4.911,1.0,0,0.0313,144.065,72.0,0.319
753,1YD3Dg7Olipi5FGVDLHWAu,0.0739,59.0,94.0,2015-03-02,0.861,310907.0,0.651,0.0,9.0,0.211,-4.718,0.0,0,0.111,122.985,59.0,0.407
492,1ZBdIk5vyZ1bTpZfCiouU5,0.00177,7.0,80.0,2015-09-18,0.593,205747.0,0.751,0.000215,3.0,0.137,-6.205,1.0,0,0.077,129.947,7.0,0.337
437,1ZSShfTy3KnAh491YeN2uC,0.866,28.0,19.0,2015-12-03,0.566,216935.0,0.139,0.0,2.0,0.248,-16.208,1.0,0,0.0935,111.023,26.0,0.441
294,1ZyjmRCQy5J11z5gqywVvP,0.692,62.0,84.0,2016-08-20,0.631,314075.0,0.396,0.000238,8.0,0.109,-9.646,1.0,0,0.091,137.989,45.0,0.13
364,1brwdYwjltrJo7WHpIvbYt,0.0291,83.0,86.0,2015-12-04,0.589,212627.0,0.651,3.2e-06,6.0,0.111,-5.097,1.0,0,0.0306,90.011,82.0,0.161
919,1cOyWWUr3oXJIxY0AjJEx9,0.0667,80.0,78.0,2015-12-04,0.621,185194.0,0.743,0.0,7.0,0.0822,-4.398,1.0,1,0.0422,91.51,70.0,0.585
225,1cdzfFjEbUbgTm5nv3FgXR,0.266,63.0,91.0,2015-10-30,0.681,211360.0,0.879,0.0,3.0,0.446,-6.006,0.0,1,0.291,99.955,63.0,0.806
353,1cjiLJacTKtJbdCtMk1XeV,0.0722,63.0,86.0,2016-05-05,0.7,302000.0,0.742,0.0199,5.0,0.11,-6.777,0.0,0,0.0716,91.959,63.0,0.21
478,1dB3Hsi3LfViWtqE8Sj8pr,0.807,52.0,89.0,2016-02-26,0.615,230481.0,0.336,0.0272,5.0,0.108,-10.839,1.0,0,0.0345,124.945,52.0,0.151
358,1dI1pt7GNjMI6pbSOd2MD6,0.272,81.0,94.0,2016-01-28,0.619,253080.0,0.806,0.0,3.0,0.0671,-4.8,0.0,0,0.0483,95.0,64.0,0.873
473,1dl3vuXJS9anUXE7XnNP75,0.0462,81.0,83.0,2015-05-29,0.75,200492.0,0.683,1.32e-06,9.0,0.297,-4.829,0.0,0,0.12,111.066,67.0,0.566
447,1ds2QsfhAAfRiaFMGDzrdb,0.617,25.0,95.0,2015-08-28,0.842,207547.0,0.564,0.00024,5.0,0.0912,-8.042,0.0,0,0.105,124.984,25.0,0.795
238,1ffT2FC35n20u3TWyoomXP,0.0588,9.0,80.0,2016-05-22,0.925,198347.0,0.448,0.0,8.0,0.106,-6.997,1.0,0,0.211,93.035,9.0,0.557
229,1gta5fLTR1VhUMwwGxP6vA,0.00294,84.0,81.0,2016-10-28,0.727,205479.0,0.513,0.0,8.0,0.33,-7.582,1.0,0,0.212,149.981,60.0,0.245
297,1h33ETRG7JVDtGT7daBW5B,0.852,62.0,84.0,2016-08-20,0.441,257380.0,0.288,2.86e-06,5.0,0.161,-10.627,0.0,0,0.0372,126.403,44.0,0.244
441,1hMFIOaHdvpWK7XI80Wx4d,0.205,66.0,73.0,2015-05-04,0.387,293293.0,0.375,0.00647,9.0,0.0807,-10.852,1.0,0,0.0355,50.454,58.0,0.51
1130,1i1fxkWeaMmKEB4T7zqbzK,0.157,87.0,95.0,2016-02-05,0.532,208373.0,0.869,0.00508,11.0,0.136,-5.094,1.0,1,0.172,159.803,87.0,0.419
604,1i1rNVtxbE7rdFfpHuNq2j,0.00159,70.0,77.0,2015-02-24,0.642,227344.0,0.823,0.0,0.0,0.0776,-5.717,1.0,0,0.0289,122.977,70.0,0.441
422,1jNNHFZmRGXZFHlil5uhei,0.414,75.0,71.0,2015-09-11,0.443,173960.0,0.831,0.0,11.0,0.204,-5.606,1.0,0,0.0616,182.064,64.0,0.57
742,1jk9c0gZI0wbn5GvAj7PBV,0.0428,74.0,86.0,2015-04-16,0.667,230693.0,0.581,0.0,0.0,0.183,-5.164,0.0,0,0.323,110.953,65.0,0.372
488,1kneRrMfS08JwuqKwnX4fl,0.0164,9.0,60.0,2015-01-20,0.592,208867.0,0.917,1.23e-06,2.0,0.144,-3.057,1.0,0,0.0541,112.03,9.0,0.568
784,1lAnSi0iSTbto9WnRcnyC1,0.0879,48.0,70.0,2015-02-23,0.565,236773.0,0.73,0.0,1.0,0.0652,-4.54,1.0,0,0.031,82.058,48.0,0.413
315,1lGOow8CQ1sk4NDHJgXXUJ,0.128,62.0,80.0,2015-08-07,0.495,278640.0,0.807,1.97e-05,0.0,0.131,-4.231,1.0,0,0.0373,77.079,51.0,0.429
32,1lItf5ZXJc1by9SbPeljFd,0.00381,81.0,73.0,2016-09-30,0.807,144244.0,0.887,0.0,1.0,0.391,-3.892,1.0,0,0.275,160.517,81.0,0.794
503,1mExCoXAGKI6abLGXoG7O3,0.0232,56.0,78.0,2016-02-05,0.65,214495.0,0.745,0.0,1.0,0.0754,-3.795,0.0,0,0.0333,88.032,56.0,0.179
31,1mSlftOO1dlDRXAyOE0Sbd,0.128,38.0,90.0,2016-06-03,0.448,187973.0,0.817,0.0,10.0,0.105,-4.069,0.0,0,0.386,83.015,38.0,0.718
380,1mx5Q2cmOzUUjEURXbJNOB,0.6,35.0,29.0,2016-05-25,0.435,232853.0,0.562,0.0008,4.0,0.316,-5.067,1.0,0,0.0284,136.589,21.0,0.322
178,1oGdVdYjeQvojGKDddxLQQ,0.299,99.0,98.0,2016-11-25,0.68,206013.0,0.429,0.0,1.0,0.195,-8.297,1.0,0,0.218,76.806,76.0,0.61
20,1oHCgpheYhmhQbhCmbhpWn,0.131,32.0,90.0,2016-08-18,0.409,208733.0,0.686,0.0,11.0,0.11,-4.893,0.0,0,0.177,147.929,32.0,0.367
818,1oU4QiAXB0mW8aWx1tsfco,0.0448,54.0,57.0,2015-02-10,0.709,206213.0,0.677,0.000584,5.0,0.092,-6.615,1.0,0,0.0468,114.997,54.0,0.65
982,1oew3nFNY3vMacJAsvry0S,0.00682,65.0,64.0,2015-03-03,0.544,193733.0,0.774,0.0,5.0,0.135,-4.21,0.0,1,0.0339,174.121,61.0,0.535
423,1omIb7BrAk7qwRrCSHJTc5,0.257,52.0,89.0,2015-10-16,0.776,178472.0,0.715,0.0,1.0,0.12,-5.553,1.0,0,0.11,103.0,52.0,0.768
660,1otonPYqofxM6B8ejJHXjg,0.0457,52.0,90.0,2015-09-04,0.797,222247.0,0.437,0.00109,9.0,0.126,-11.58,1.0,0,0.0469,125.008,52.0,0.182
775,1owHFKK6bWtYYf5V8bD1JR,0.519,32.0,29.0,2015-05-20,0.404,204418.0,0.569,0.0,6.0,0.0768,-4.42,1.0,0,0.0424,118.762,14.0,0.257
549,1pKeFVVUOPjFsOABub0OaV,0.0373,89.0,91.0,2016-05-20,0.65,226160.0,0.728,0.0,6.0,0.328,-5.914,0.0,1,0.232,159.167,83.0,0.624
355,1qosWrKxri24ZIzH4ZDFcp,0.686,58.0,78.0,2015-11-06,0.474,257347.0,0.478,1.07e-06,11.0,0.122,-7.233,1.0,0,0.0272,151.397,53.0,0.15
754,1qx8bj4quT6XuP5P9Eu12Z,0.00489,11.0,84.0,2015-02-23,0.565,238800.0,0.873,9.76e-06,9.0,0.193,-2.2,0.0,0,0.0603,129.992,11.0,0.347
559,1rtDwblY1CJ9i490fMzJnc,0.132,87.0,90.0,2016-09-23,0.455,187973.0,0.797,0.0,10.0,0.11,-4.133,0.0,1,0.36,165.717,78.0,0.773
835,1s9xuJxhYM0LdVqksjegcg,0.0396,94.0,91.0,2015-05-15,0.715,207160.0,0.723,8.57e-05,6.0,0.084,-5.993,0.0,0,0.0569,114.985,71.0,0.475
216,1sSNWjLtY4GwyhqAwAnPD9,0.12,39.0,78.0,2015-09-04,0.659,200717.0,0.767,0.0,2.0,0.181,-3.016,1.0,0,0.261,181.818,36.0,0.56
499,1tYt8PbpbeTuqsNmprAZYY,0.0799,64.0,71.0,2015-03-13,0.868,210983.0,0.679,1.22e-06,6.0,0.0504,-6.941,1.0,0,0.0397,97.012,64.0,0.75
676,1tjrLW8Szp1P4QvmbA7CkA,0.036,60.0,66.0,2016-01-08,0.753,337347.0,0.707,0.0,8.0,0.381,-7.846,1.0,0,0.354,87.763,55.0,0.611
966,1tkRrjk71WZXeKbvw12PuV,0.00118,35.0,30.0,2015-02-24,0.689,195227.0,0.816,3.95e-06,11.0,0.301,-6.047,0.0,1,0.0357,96.999,35.0,0.626
210,1uZRbrSHZldIAevO9X8hOq,0.991,29.0,73.0,2015-03-13,0.384,181147.0,0.0719,0.927,0.0,0.11,-19.876,1.0,0,0.0408,64.834,12.0,0.183
732,1v3PfBCAaH2uV0TXmYjLz8,0.0782,34.0,35.0,2016-08-16,0.92,222719.0,0.446,0.00159,5.0,0.072,-6.639,1.0,0,0.211,100.031,34.0,0.392
768,1vffte5WTHIik37ePfJdo4,0.00589,75.0,93.0,2015-03-16,0.884,234693.0,0.657,0.0,6.0,0.154,-4.569,0.0,0,0.0977,107.059,68.0,0.492
198,1vvNmPOiUuyCbgWmtc6yfm,0.0935,89.0,88.0,2016-09-16,0.819,219160.0,0.913,3.72e-05,4.0,0.161,-3.059,0.0,0,0.0427,119.989,89.0,0.523
160,1vvnYpYEMVB4aq9I6tHIEB,0.378,92.0,91.0,2016-12-09,0.704,530253.0,0.481,7.09e-05,11.0,0.0874,-10.493,0.0,0,0.363,78.628,73.0,0.494
163,1wIQtB3UQ1TfjNMZZqO6eh,0.3,67.0,91.0,2016-12-06,0.617,161827.0,0.686,1.36e-05,2.0,0.105,-9.858,1.0,0,0.245,79.252,67.0,0.559
230,1wYZZtamWTQAoj8B812uKQ,0.0716,84.0,88.0,2015-11-13,0.375,199453.0,0.822,0.0,0.0,0.0694,-4.029,1.0,1,0.167,123.363,69.0,0.353
786,1xbtFabmTCcxN0gozYj2AZ,0.345,48.0,49.0,2015-05-20,0.435,169837.0,0.407,0.0,5.0,0.0933,-6.249,1.0,0,0.0282,148.029,27.0,0.37
617,1xwVHu3HE3JDf1d6dHVM4u,0.063,51.0,84.0,2015-01-28,0.884,224573.0,0.765,7.04e-06,8.0,0.118,-3.865,1.0,0,0.0882,99.987,34.0,0.555
270,1zzG4BgZSJOLyLuzhqheua,0.224,60.0,89.0,2016-05-20,0.814,188080.0,0.721,0.0,6.0,0.0632,-4.998,0.0,0,0.0401,93.981,60.0,0.682
14,206uaQyzb8kOiZ7rHw9wCn,0.1,85.0,92.0,2016-10-31,0.788,222400.0,0.516,0.0,1.0,0.129,-6.807,0.0,0,0.219,81.497,85.0,0.246
547,20fAoPjfYltmd3K3bO7gbt,0.0265,84.0,91.0,2015-07-17,0.729,171333.0,0.672,0.0,7.0,0.244,-6.749,1.0,0,0.282,159.903,68.0,0.566
472,20wxsah2eenjJdee4an2B6,0.826,56.0,88.0,2015-07-22,0.899,207813.0,0.504,0.0,8.0,0.052,-6.758,0.0,0,0.5,129.89,56.0,0.523
106,217xrcrbBtgJhvlHicxTSH,0.0668,69.0,82.0,2016-04-21,0.598,262521.0,0.532,3.22e-06,3.0,0.0617,-6.833,0.0,0,0.0295,74.963,69.0,0.275
691,2272QqVQiM9VYGac3O2dVd,0.225,57.0,63.0,2015-01-01,0.301,229813.0,0.61,0.0,7.0,0.111,-5.579,1.0,0,0.0428,151.997,46.0,0.261
949,22VdIZQfgXJea34mQxlt81,0.109,88.0,98.0,2015-08-28,0.711,213520.0,0.783,0.0,9.0,0.0947,-5.407,0.0,1,0.0423,107.972,74.0,0.617
110,23L5CiUhw2jV1OIMwthR3S,0.109,90.0,88.0,2016-07-29,0.501,195707.0,0.519,0.0,4.0,0.454,-5.88,0.0,0,0.0409,133.99,90.0,0.157
879,23zykvOc3kJKObhUMC64EV,0.184,73.0,98.0,2015-02-06,0.386,297773.0,0.437,0.0,9.0,0.169,-7.946,0.0,0,0.036,119.923,54.0,0.0871
912,25KybV9BOUlvcnv7nN3Pyo,0.0794,88.0,98.0,2015-08-28,0.317,235653.0,0.683,0.0,7.0,0.0465,-4.989,1.0,1,0.134,167.615,70.0,0.526
578,26NYwqu3WmanT6IwoqEDSN,0.856,28.0,20.0,2016-01-05,0.255,237222.0,0.168,0.827,2.0,0.105,-15.899,1.0,0,0.0342,161.896,12.0,0.142
613,26rdOwwjC2UnweK3xeS58u,0.000704,82.0,84.0,2015-04-07,0.657,190186.0,0.827,0.00534,5.0,0.065,-4.036,1.0,1,0.0734,145.889,70.0,0.698
1136,275a9yzwGB6ncAW4SxY7q3,0.0235,75.0,81.0,2016-02-26,0.72,247867.0,0.748,0.0,10.0,0.369,-5.522,0.0,1,0.393,145.22,75.0,0.245
189,27BgDmciSjoxTG0almHTpZ,0.0475,99.0,98.0,2016-11-25,0.71,223293.0,0.805,0.0,7.0,0.16,-5.045,0.0,0,0.0546,116.985,72.0,0.721
1137,27PmvZoffODNFW2p7ehZTQ,0.0235,76.0,72.0,2016-04-25,0.464,198237.0,0.771,0.0,8.0,0.063,-4.503,1.0,1,0.336,158.777,76.0,0.678
375,285MYt4hkSGy5xrRosuPku,0.0558,0.0,78.0,2015-12-04,0.616,185194.0,0.749,0.0,7.0,0.085,-4.454,1.0,0,0.0435,91.526,0.0,0.57
648,28YLWwEB6xnJQYN7e062rH,0.246,85.0,98.0,2015-08-28,0.584,334333.0,0.455,0.0,1.0,0.181,-11.066,0.0,0,0.0488,74.634,61.0,0.306
968,28ydQDIdJSKTJXM3YQph9r,0.343,53.0,70.0,2015-10-30,0.568,249573.0,0.644,0.0,1.0,0.0845,-6.666,1.0,1,0.0268,94.041,53.0,0.182
555,2ACOWPLUe4A4KuQ5ioD2od,0.0358,89.0,84.0,2016-05-27,0.596,204013.0,0.851,3.19e-05,5.0,0.365,-4.245,0.0,1,0.121,202.049,76.0,0.597
109,2ANLarE8yHVsLWW21nj79M,0.069,87.0,90.0,2016-05-27,0.843,163944.0,0.359,0.0,0.0,0.12,-7.417,1.0,0,0.461,81.987,81.0,0.156
583,2BeispT0rpKZX9RhI1H8vL,0.0718,15.0,70.0,2015-04-06,0.615,207733.0,0.65,0.0,3.0,0.101,-4.944,1.0,0,0.0347,152.086,15.0,0.538
45,2BrzlUj1u1CtvaJDGIKpsP,0.592,85.0,77.0,2016-11-15,0.588,242081.0,0.471,0.00146,0.0,0.0733,-7.287,1.0,0,0.0577,152.881,85.0,0.211
528,2C2TGgFzrTRIOdQS1vUN5h,0.198,83.0,88.0,2016-06-24,0.736,171093.0,0.806,0.00133,10.0,0.0792,-6.484,0.0,0,0.0855,101.998,62.0,0.834
169,2Ch7LmS7r2Gy2kc64wv3Bz,0.1,99.0,98.0,2016-11-25,0.585,260253.0,0.513,0.0,1.0,0.147,-7.126,0.0,0,0.07,133.387,77.0,0.532
253,2CpH1L4CUR47RARB3PgY1l,0.166,69.0,70.0,2015-03-17,0.336,199315.0,0.664,1.31e-06,7.0,0.0575,-5.68,1.0,0,0.102,186.394,69.0,0.303
705,2FjjommEnvOoMOEz7qo6cQ,0.0229,30.0,67.0,2015-06-23,0.737,206233.0,0.399,0.0262,2.0,0.108,-8.479,1.0,0,0.0953,88.003,30.0,0.417
365,2Fn3coxd0xAZ09JtrgcgHa,0.0161,30.0,89.0,2015-10-16,0.604,220573.0,0.745,0.0,9.0,0.0542,-4.103,1.0,0,0.0385,104.941,30.0,0.216
309,2GpHJb7xGNBaIDTrBxjIu6,0.0767,19.0,95.0,2015-10-23,0.665,200787.0,0.759,0.0,0.0,0.313,-3.694,0.0,0,0.0399,99.992,19.0,0.382
18,2HgGPga67UQXWW2JLuYE6E,0.242,80.0,92.0,2017-01-13,0.865,242407.0,0.687,0.0,10.0,0.158,-3.744,0.0,0,0.217,139.023,80.0,0.515
511,2IAaBzOLUtr2hqcwOItFWJ,0.0333,84.0,81.0,2016-01-29,0.744,213533.0,0.633,0.0,2.0,0.144,-7.732,1.0,0,0.113,120.011,60.0,0.555
6,2IY7eOUDjw2ArKYxKa2jXc,0.169,64.0,98.0,2016-09-22,0.682,230467.0,0.592,5.49e-06,7.0,0.136,-7.033,1.0,0,0.281,186.041,64.0,0.477
218,2JXMbStwQxqfSo5DiiV8nj,0.246,57.0,73.0,2016-08-09,0.323,200693.0,0.509,0.0,6.0,0.145,-6.827,0.0,1,0.06,53.36,52.0,0.183
350,2JfeUjJvP1lJkCSne9g0de,0.00199,91.0,100.0,2016-05-13,0.676,220427.0,0.43,2.46e-06,1.0,0.08,-9.533,1.0,0,0.525,145.802,61.0,0.123
70,2Kf9fwIOwZwd6Aw7OxfkF0,0.374,65.0,75.0,2017-01-27,0.926,213120.0,0.354,0.0,10.0,0.49,-10.773,1.0,0,0.511,105.005,65.0,0.574
1031,2L8cFPItBljPNJgPjTnuIf,0.00412,82.0,88.0,2015-01-06,0.925,231067.0,0.519,0.0,8.0,0.0971,-6.055,1.0,1,0.104,120.08,60.0,0.276
313,2LbbLV26X7K1kLzI7xXFE2,0.224,22.0,76.0,2016-03-25,0.643,234240.0,0.624,0.0,6.0,0.14,-5.437,0.0,0,0.0923,124.075,22.0,0.409
567,2MXAf9ZXLinvHIbHJbCNSj,0.107,0.0,83.0,2015-10-09,0.634,331013.0,0.64,0.0,8.0,0.0972,-7.345,0.0,0,0.0826,82.896,0.0,0.64
777,2Moa5MbVbUNISjmpYqm0DO,0.221,45.0,80.0,2015-03-06,0.508,176293.0,0.883,0.0,8.0,0.111,-3.402,0.0,0,0.0967,158.04,34.0,0.879
420,2MqGvys5HMS5loK1p4Augh,0.0017,7.0,80.0,2015-10-28,0.779,181961.0,0.648,3.87e-05,1.0,0.0891,-7.285,0.0,0,0.0468,152.879,7.0,0.338
756,2N3U8uTYhjX2KwGT0pf5x0,0.0101,83.0,86.0,2015-05-26,0.394,260987.0,0.661,0.0,4.0,0.343,-8.684,1.0,0,0.193,149.822,71.0,0.32
906,2NELtMgQ8HSdrGrYQPLnC3,0.000953,66.0,76.0,2015-02-27,0.59,257747.0,0.808,1.53e-06,1.0,0.0918,-6.728,1.0,1,0.0408,106.029,57.0,0.598
656,2PUQu6RlN3DDJOoJ26JW8u,0.401,85.0,98.0,2015-08-28,0.543,274960.0,0.407,0.000113,0.0,0.202,-12.741,0.0,0,0.0389,134.831,61.0,0.329
